CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100176,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),136.04,5711.0,No
CUST100177,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,107.93,7808.53,No
CUST100178,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,68.93,4485.74,No
CUST100179,Female,1,Yes,No,44,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.44,2381.95,No
CUST100180,Female,0,No,No,15,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.11,1351.99,No
CUST100181,Male,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.48,243.88,Yes
CUST100182,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.75,661.37,No
CUST100183,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),132.14,550.95,Yes
CUST100184,Male,1,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.07,942.64,No
CUST100185,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.52,606.96,Yes
CUST100186,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),71.9,3974.9,No
CUST100187,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),115.28,4987.66,No
CUST100188,Male,0,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),63.22,2365.03,No
CUST100189,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,89.75,5209.2,No
CUST100190,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.3,2616.91,No
CUST100191,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.79,2956.07,No
CUST100192,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.9,323.96,No
CUST100193,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,104.45,3375.11,No
CUST100194,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.6,937.82,Yes
CUST100195,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,778.26,No
CUST100196,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),88.51,6360.34,Yes
CUST100197,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),102.81,4096.39,No
CUST100198,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.07,2482.63,Yes
CUST100199,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.69,1588.01,No
CUST100200,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,104.07,6122.17,No
CUST100201,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,98.26,3300.03,No
CUST100202,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,114.05,2129.45,No
CUST100203,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.75,4420.59,No
CUST100204,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.28,1485.97,Yes
CUST100205,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),59.01,4256.21,No
CUST100206,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,117.18,2577.44,No
CUST100207,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),83.08,2200.19,No
CUST100208,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),76.94,4078.56,No
CUST100209,Female,1,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.85,134.64,Yes
CUST100210,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),77.19,1192.35,No
CUST100211,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),85.72,817.75,No
CUST100212,Female,1,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,73.25,2179.58,No
CUST100213,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.39,813.87,No
CUST100214,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.26,532.1,Yes
CUST100215,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,94.71,2316.95,No
CUST100216,Male,1,Yes,No,56,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),109.19,6208.87,No
CUST100217,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.4,4816.47,No
CUST100218,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.25,265.58,Yes
CUST100219,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),78.26,3555.27,No
CUST100220,Male,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,47.41,Yes
CUST100221,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.9,3925.61,Yes
CUST100222,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.93,3925.66,No
CUST100223,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.69,1199.52,No
CUST100224,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.92,1682.25,No
CUST100225,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.74,1052.13,No
CUST100226,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),124.84,7303.71,No
CUST100227,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.23,6078.24,Yes
CUST100228,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.59,742.24,No
CUST100229,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.26,114.92,Yes
CUST100230,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),121.03,4044.07,No
CUST100231,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),102.79,4581.45,No
CUST100232,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.82,720.54,No
CUST100233,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),92.5,6288.9,No
CUST100234,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.86,6740.17,No
CUST100235,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,79.95,4561.95,No
CUST100236,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.07,89.42,No
CUST100237,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.57,6303.6,No
CUST100238,Male,0,No,No,55,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.37,5177.4,No
CUST100239,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.66,748.02,No
CUST100240,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.53,3408.97,No
CUST100241,Female,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.56,4497.15,Yes
CUST100242,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),94.22,6221.91,No
CUST100243,Female,0,No,Yes,40,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),51.53,2080.82,No
CUST100244,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.4,339.14,Yes
CUST100245,Male,1,Yes,No,45,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.06,3582.88,No
CUST100246,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.6,3984.92,Yes
CUST100247,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.66,439.08,Yes
CUST100248,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.06,5374.0,Yes
CUST100249,Male,1,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.38,329.8,No
CUST100250,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.75,6708.79,No
CUST100251,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.82,4349.12,No
CUST100252,Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.32,2663.11,No
CUST100253,Male,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),106.55,596.75,Yes
CUST100254,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.61,208.06,No
CUST100255,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.52,4276.73,No
CUST100256,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,107.36,3051.97,Yes
CUST100257,Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.22,7253.01,No
CUST100258,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,113.46,1924.71,Yes
CUST100259,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.44,1966.74,Yes
CUST100260,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.77,8032.33,Yes
CUST100261,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.87,546.33,Yes
CUST100262,Male,0,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),76.85,3590.59,No
CUST100263,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.67,6209.01,No
CUST100264,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,85.05,2023.8,No
CUST100265,Female,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.52,158.95,No
CUST100266,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1538.76,No
CUST100267,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.25,1972.72,No
CUST100268,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.04,217.62,Yes
CUST100269,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.62,6272.23,No
CUST100270,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.57,4549.31,No
CUST100271,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.79,518.89,No
CUST100272,Male,1,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),96.34,1772.02,Yes
CUST100273,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),92.87,202.15,No
CUST100274,Male,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1240.73,No
CUST100275,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.52,192.06,Yes
CUST100276,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),116.13,6753.83,No
CUST100277,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),109.21,4074.8,No
CUST100278,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,106.35,4483.91,No
CUST100279,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1060.16,No
CUST100280,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.81,5020.24,No
CUST100281,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),90.07,867.58,Yes
CUST100282,Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,83.99,210.73,No
CUST100283,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.45,817.3,Yes
CUST100284,Male,0,No,Yes,50,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,63.3,3113.88,No
CUST100285,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),71.1,2964.57,Yes
CUST100286,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),42.88,275.91,No
CUST100287,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),94.16,1602.71,No
CUST100288,Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.69,2266.91,Yes
CUST100289,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),79.09,4191.92,No
CUST100290,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),108.26,2545.53,No
CUST100291,Male,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.48,1487.15,Yes
CUST100292,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.78,1876.68,No
CUST100293,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),114.54,6468.29,No
CUST100294,Female,0,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,90.36,2866.73,No
CUST100295,Female,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.42,2442.64,No
CUST100296,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),96.7,5048.17,Yes
CUST100297,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,97.21,3631.08,No
CUST100298,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.68,2262.45,No
CUST100299,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),63.3,3815.2,No
CUST100300,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,119.18,4892.12,No
CUST100301,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),100.71,1375.53,No
CUST100302,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),78.4,5707.4,No
CUST100303,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.71,122.97,Yes
CUST100304,Female,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.11,5061.62,Yes
CUST100305,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.79,4132.61,No
CUST100306,Male,0,No,Yes,43,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),82.09,3540.67,No
CUST100307,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.75,545.11,Yes
CUST100308,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),97.79,3554.03,No
CUST100309,Male,0,Yes,Yes,65,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.63,6220.31,No
CUST100310,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,89.81,1599.88,Yes
CUST100311,Female,1,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,95.56,4778.92,No
CUST100312,Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),95.71,5975.36,No
CUST100313,Male,1,No,No,69,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.59,4995.48,No
CUST100314,Male,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.97,1114.81,No
CUST100315,Female,1,No,Yes,23,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,103.13,2189.61,No
CUST100316,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,85.36,4349.63,No
CUST100317,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.14,2161.32,No
CUST100318,Female,0,Yes,Yes,46,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.62,4023.2,Yes
CUST100319,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.64,4365.6,No
CUST100320,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.37,4328.02,Yes
CUST100321,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),96.56,1708.85,Yes
CUST100322,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,85.63,4719.94,No
CUST100323,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.33,892.7,No
CUST100324,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.88,6343.72,No
CUST100325,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),110.81,5414.02,Yes
CUST100326,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.71,1413.69,No
CUST100327,Male,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,110.0,7865.53,Yes
CUST100328,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,105.41,7598.68,Yes
CUST100329,Female,0,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),120.44,6467.19,No
CUST100330,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),76.26,3348.96,No
CUST100331,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,63.16,557.69,Yes
CUST100332,Male,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,126.45,3583.71,No
CUST100333,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),74.7,2619.28,No
CUST100334,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,105.5,5963.22,No
CUST100335,Female,0,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),82.24,3525.37,No
CUST100336,Female,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.48,1102.88,Yes
CUST100337,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,196.01,No
CUST100338,Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,87.41,4545.39,No
CUST100339,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.23,3580.8,No
CUST100340,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,63.6,242.26,Yes
CUST100341,Male,1,Yes,No,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.35,1372.56,Yes
CUST100342,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.66,6454.43,No
CUST100343,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.43,834.9,Yes
CUST100344,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,118.19,3529.36,Yes
CUST100345,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,115.04,4244.97,Yes
CUST100346,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.58,635.19,Yes
CUST100347,Female,1,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),92.88,1218.92,Yes
CUST100348,Male,1,No,No,68,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,70.54,4779.11,No
CUST100349,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,93.29,4030.55,No
CUST100350,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),104.29,1510.39,No
CUST100351,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,242.89,Yes
CUST100352,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,125.0,3963.82,Yes
CUST100353,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),83.28,4361.27,No
CUST100354,Female,1,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.98,4214.38,No
